YEAR,MONTH,STATION_Name,UNIT_Thousand Baht
2022,1,FM.94.5 (JOR SOR),25823.0
2022,1,FM.95.0 (TOR TOR TOR),8797.0
2022,1,FM.95.5 (POR CHOR SOR),2842.0
2022,1,FM.96.0 (ROR DOR),2661.0
2022,1,FM.96.5 (OR SOR MOR TOR),2092.0
2022,1,FM.97.0 (SOR VOR TOR),10457.0
2022,1,FM.97.5 (TOR TOR TOR),416.0
2022,1,FM.98.0 (POL 1),0.0
2022,1,FM.98.5 (1 POR NOR),0.0
2022,1,FM.99.0 (OR SOR MOR TOR),2418.0
2022,1,FM.100.0 (JOR SOR),9849.0
2022,1,FM.100.5 (OR SOR MOR TOR),2895.0
2022,1,FM.101.0 (VOR SOR),3750.0
2022,1,FM.101.5 (CHULA),926.0
2022,1,FM.102.0 (KOR SOR TOR BOR),13950.0
2022,1,FM.103.0 (JOR SOR),7001.0
2022,1,FM.102.5 (TOR ROR 06),1883.0
2022,1,FM.91.5 (YAN KOH),8121.0
2022,1,FM.103.5 (TOR TOR BOR (TV7)),7729.0
2022,1,FM.104.5 (POR TOR OR),4785.0
2022,1,FM.105.0 (SOR VOR TOR),4234.0
2022,1,FM.105.5 (OR SOR MOR TOR(TV3)),6752.0
2022,1,FM.106.0 (SOR TOR ROR),6069.0
2022,1,FM.106.5 (1 POR NOR),11475.0
2022,1,FM.107.0 (OR SOR MOR TOR),1685.0
